method,repeat,metric,value
Random Convex MDT_t2,25,ari,0.5308262466355104
Random Convex MDT_t2,26,chs,7.804130357640339
Random Convex MDT_t2,26,ami,0.7700482366451236
Random Convex MDT_t2,26,ari,0.5334656525708787
Random Convex MDT_t2,27,chs,7.790446132154784
Random Convex MDT_t2,27,ami,0.7609347216276643
Random Convex MDT_t2,27,ari,0.5464923282475488
Random Convex MDT_t2,28,chs,7.8665921414367785
Random Convex MDT_t2,28,ami,0.77772262174851
Random Convex MDT_t2,28,ari,0.5821028259841132
Random Convex MDT_t2,29,chs,7.746982681726936
Random Convex MDT_t2,29,ami,0.7638287180379842
Random Convex MDT_t2,29,ari,0.5362765557111724
Random Convex MDT_t2,30,chs,7.88640424374276
Random Convex MDT_t2,30,ami,0.7634547259567181
Random Convex MDT_t2,30,ari,0.5264800513142932
Random Convex MDT_t2,31,chs,7.824872547227351
Random Convex MDT_t2,31,ami,0.7617070817962721
Random Convex MDT_t2,31,ari,0.5393505066204853
Random Convex MDT_t2,32,chs,7.908206164407127
Random Convex MDT_t2,32,ami,0.7704304823674654
Random Convex MDT_t2,32,ari,0.5432751772163172
Random Convex MDT_t2,33,chs,7.758587784062424
Random Convex MDT_t2,33,ami,0.7677391799945359
Random Convex MDT_t2,33,ari,0.5491556373249643
Random Convex MDT_t2,34,chs,7.842707093607483
Random Convex MDT_t2,34,ami,0.7704118393181149
Random Convex MDT_t2,34,ari,0.5521492513786379
Random Convex MDT_t2,35,chs,7.645693464683165
Random Convex MDT_t2,35,ami,0.7803035461388692
Random Convex MDT_t2,35,ari,0.5054563289328483
Random Convex MDT_t2,36,chs,7.753153524293957
Random Convex MDT_t2,36,ami,0.7776949571296246
Random Convex MDT_t2,36,ari,0.5259851495433107
Random Convex MDT_t2,37,chs,7.845484020822579
Random Convex MDT_t2,37,ami,0.7757861480035285
Random Convex MDT_t2,37,ari,0.5474367068697678
Random Convex MDT_t2,38,chs,7.897809586514829
Random Convex MDT_t2,38,ami,0.7695582574335541
Random Convex MDT_t2,38,ari,0.5428102840698994
Random Convex MDT_t2,39,chs,7.867356042093259
Random Convex MDT_t2,39,ami,0.7726274821062507
Random Convex MDT_t2,39,ari,0.5374818644775161
Random Convex MDT_t2,40,chs,7.862374431318419
Random Convex MDT_t2,40,ami,0.7695004265757068
Random Convex MDT_t2,40,ari,0.5461088296367107
Random Convex MDT_t2,41,chs,7.876062171174884
Random Convex MDT_t2,41,ami,0.7781312883741304
Random Convex MDT_t2,41,ari,0.5552372364441752
Random Convex MDT_t2,42,chs,7.8728774572326445
Random Convex MDT_t2,42,ami,0.773982184193243
Random Convex MDT_t2,42,ari,0.5419307465088508
Random Convex MDT_t2,43,chs,7.874899849759735
Random Convex MDT_t2,43,ami,0.7675128622682661
Random Convex MDT_t2,43,ari,0.5458242603034391
Random Convex MDT_t2,44,chs,7.869215164829815
Random Convex MDT_t2,44,ami,0.7635094298402205
Random Convex MDT_t2,44,ari,0.5301650563874127
Random Convex MDT_t2,45,chs,7.894418428129419
Random Convex MDT_t2,45,ami,0.7761077190770337
Random Convex MDT_t2,45,ari,0.5493282016632567
Random Convex MDT_t2,46,chs,7.858265799753354
Random Convex MDT_t2,46,ami,0.7687533024558428
Random Convex MDT_t2,46,ari,0.5452056624039964
Random Convex MDT_t2,47,chs,7.86528767374961
Random Convex MDT_t2,47,ami,0.7654192709735455
Random Convex MDT_t2,47,ari,0.5440890180243567
Random Convex MDT_t2,48,chs,7.8000236565742185
Random Convex MDT_t2,48,ami,0.7719982067801138
Random Convex MDT_t2,48,ari,0.5361382912246455
Random Convex MDT_t2,49,chs,7.871902952852146
Random Convex MDT_t2,49,ami,0.7804092278971416
Random Convex MDT_t2,49,ari,0.5442857079724839
Random Convex MDT_t2,50,chs,7.674446625449346
Random Convex MDT_t2,50,ami,0.7701084953452152
Random Convex MDT_t2,50,ari,0.5558380466714444
Random Convex MDT_t2,51,chs,7.824185977614499
Random Convex MDT_t2,51,ami,0.7654553380000101
Random Convex MDT_t2,51,ari,0.5613400437155607
Random Convex MDT_t2,52,chs,7.8957435774467655
Random Convex MDT_t2,52,ami,0.7693655228341273
Random Convex MDT_t2,52,ari,0.5430406261705053
Random Convex MDT_t2,53,chs,7.869425814919879
Random Convex MDT_t2,53,ami,0.776780604154756
Random Convex MDT_t2,53,ari,0.5755801371330269
Random Convex MDT_t2,54,chs,7.8745211548318546
Random Convex MDT_t2,54,ami,0.7615111004190487
Random Convex MDT_t2,54,ari,0.5263036872700598
Random Convex MDT_t2,55,chs,7.870772408251234
Random Convex MDT_t2,55,ami,0.7770341680016789
Random Convex MDT_t2,55,ari,0.5483333227342225
Random Convex MDT_t2,56,chs,7.843312925540997
Random Convex MDT_t2,56,ami,0.762115327189945
Random Convex MDT_t2,56,ari,0.5406026657990822
Random Convex MDT_t2,57,chs,7.843344578893263
Random Convex MDT_t2,57,ami,0.7621680787229597
Random Convex MDT_t2,57,ari,0.5319626090187605
Random Convex MDT_t2,58,chs,7.892371261442672
Random Convex MDT_t2,58,ami,0.7734601534194526
Random Convex MDT_t2,58,ari,0.5499116429962745
Random Convex MDT_t2,59,chs,7.803297237315934
Random Convex MDT_t2,59,ami,0.7781533053381224
Random Convex MDT_t2,59,ari,0.5308212369516968
Random Convex MDT_t2,60,chs,7.88021331030535
Random Convex MDT_t2,60,ami,0.7759471386399569
Random Convex MDT_t2,60,ari,0.5436503655100617
Random Convex MDT_t2,61,chs,7.726640525342479
Random Convex MDT_t2,61,ami,0.7772624097572549
Random Convex MDT_t2,61,ari,0.5736375770153501
Random Convex MDT_t2,62,chs,7.8716199372788855
Random Convex MDT_t2,62,ami,0.7811430825125942
Random Convex MDT_t2,62,ari,0.5471048869357984
Random Convex MDT_t2,63,chs,7.700062799243251
Random Convex MDT_t2,63,ami,0.7727052303159483
Random Convex MDT_t2,63,ari,0.5384522402954113
Random Convex MDT_t2,64,chs,7.74658450830126
Random Convex MDT_t2,64,ami,0.760042214413369
Random Convex MDT_t2,64,ari,0.5395063510405483
Random Convex MDT_t2,65,chs,7.881701285386789
Random Convex MDT_t2,65,ami,0.7742372485082204
Random Convex MDT_t2,65,ari,0.5538400034305556
Random Convex MDT_t2,66,chs,7.819935735643111
Random Convex MDT_t2,66,ami,0.7646130130563812
Random Convex MDT_t2,66,ari,0.5543568020358896
Random Convex MDT_t2,67,chs,7.831430258791588
Random Convex MDT_t2,67,ami,0.7615785807934322
Random Convex MDT_t2,67,ari,0.5408310483286155
Random Convex MDT_t2,68,chs,7.71161356435054
Random Convex MDT_t2,68,ami,0.764430145688382
Random Convex MDT_t2,68,ari,0.5424112363615968
Random Convex MDT_t2,69,chs,7.844830076016866
Random Convex MDT_t2,69,ami,0.780151305743569
Random Convex MDT_t2,69,ari,0.5338473136715323
Random Convex MDT_t2,70,chs,7.867863725456618
Random Convex MDT_t2,70,ami,0.7687506439991816
Random Convex MDT_t2,70,ari,0.5572090985497731
Random Convex MDT_t2,71,chs,7.849474174911873
Random Convex MDT_t2,71,ami,0.7665800521885805
Random Convex MDT_t2,71,ari,0.5595810313365983
Random Convex MDT_t2,72,chs,7.864230217697425
Random Convex MDT_t2,72,ami,0.7761790995578665
Random Convex MDT_t2,72,ari,0.5496376856528127
Random Convex MDT_t2,73,chs,7.843740761334838
Random Convex MDT_t2,73,ami,0.770400019461322
Random Convex MDT_t2,73,ari,0.5306094037965408
Random Convex MDT_t2,74,chs,7.848414353483041
Random Convex MDT_t2,74,ami,0.7665479327825727
Random Convex MDT_t2,74,ari,0.525854574124926
Random Convex MDT_t2,75,chs,7.783077843426329
Random Convex MDT_t2,75,ami,0.7741572972558781
Random Convex MDT_t2,75,ari,0.5487023419787455
Random Convex MDT_t2,76,chs,7.763634468692051
Random Convex MDT_t2,76,ami,0.7480964198196276
Random Convex MDT_t2,76,ari,0.5076052834232629
Random Convex MDT_t2,77,chs,7.845144735839701
Random Convex MDT_t2,77,ami,0.7743084622147189
Random Convex MDT_t2,77,ari,0.5576849313836023
Random Convex MDT_t2,78,chs,7.905287992316995
Random Convex MDT_t2,78,ami,0.7700134664536178
Random Convex MDT_t2,78,ari,0.5421439564163294
Random Convex MDT_t2,79,chs,7.876634840102493
Random Convex MDT_t2,79,ami,0.7745558991995557
Random Convex MDT_t2,79,ari,0.5608837847841873
Random Convex MDT_t2,80,chs,7.871107307162781
Random Convex MDT_t2,80,ami,0.7756866776487843
Random Convex MDT_t2,80,ari,0.5420452539540663
